doc_type,invoice_number,subledger_amount,xoro_gl_amount,diff
AR,ROF ECOM-I149586,199.50,166.25,33.25
AR,ROF ECOM-I005725,53.40,64.20,-10.80
AR,ROF ECOM-I142570,57.75,72.86,-15.11
AR,ROF ECOM-I144998,21.20,31.78,-10.58
AR,ROF ECOM-I143358,99.00,108.94,-9.94
AR,ROF ECOM-I016569,53.30,66.51,-13.21
AR,ROF ECOM-I010585,31.00,39.99,-8.99
AR,ROF ECOM-I143702,45.00,50.07,-5.07
AR,ROF ECOM-I008225,28.50,41.71,-13.21
AR,ROF ECOM-I005940,74.70,63.09,11.61
AR,ROF ECOM-I144159,12.00,13.08,-1.08
AR,ROF ECOM-I015244,24.40,32.74,-8.34
AR,ROF ECOM-I008844,142.50,112.60,29.90
AR,PT-I142784,56.00,62.74,-6.74
AR,ROF ECOM-I145283,19.20,29.85,-10.65
AR,ROF ECOM-I004639,34.00,44.95,-10.95
AR,ROF ECOM-I014683,24.00,65.60,-41.60
AR,ROF ECOM-I013519,31.00,39.99,-8.99
AR,ROF ECOM-I006053,18.90,18.80,0.10
AR,PT-I142735,19.80,26.81,-7.01
AR,ROF-I011669,89.50,346.35,-256.85
AR,ROF ECOM-I012318,86.70,101.55,-14.85
AR,ROF ECOM-I151792,12.00,21.76,-9.76
AR,PT-I150814,91.00,100.02,-9.02
AR,PT-I005810,35.97,38.76,-2.79
AR,PT-I008874,27.48,38.55,-11.07
AR,ROF ECOM-I143621,29.25,31.59,-2.34
AR,ROF ECOM-I017738,29.20,42.41,-13.21
AR,ROF ECOM-I140974,33.20,38.78,-5.58
AR,ROF ECOM-I149188,63.00,65.04,-2.04
AR,PT-I153770,2130.00,2189.31,-59.31
AR,ROF ECOM-I015435,87.60,133.66,-46.06
AR,ROF ECOM-I154008,19.99,29.34,-9.35
AR,ROF ECOM-I143458,27.75,42.00,-14.25
AR,ROF ECOM-I145766,69.90,77.94,-8.04
AR,ROF-I011679,69.20,284.00,-214.80
AR,ROF ECOM-I145712,42.40,46.64,-4.24
AR,ROF ECOM-I143802,23.75,29.95,-6.20
AR,ROF ECOM-I151821,29.99,39.56,-9.57
AR,ROF ECOM-I147910,99.75,97.44,2.31
AR,ROF ECOM-I142872,35.40,46.90,-11.50
AR,ROF ECOM-I004773,14.40,19.71,-5.31
AR,ROF ECOM-I016925,28.90,39.68,-10.78
AR,ROF ECOM-I006495,24.90,32.77,-7.87
AR,ROF ECOM-I142614,36.90,48.52,-11.62
AR,ROF ECOM-I144615,85.80,81.43,4.37
AR,PT-I143285,22.50,28.19,-5.69
AR,ROF ECOM-I017315,23.50,34.06,-10.56
AR,ROF ECOM-I150684,67.98,71.58,-3.60
AR,ROF ECOM-I150464,34.99,47.50,-12.51
AR,PT-I012639,26.97,36.20,-9.23
AR,ROF ECOM-I143470,37.60,49.84,-12.24
AR,ROF ECOM-I142692,99.90,115.37,-15.47
AR,PT-I148567,45.00,52.98,-7.98
AR,ROF ECOM-I011162,20.40,31.62,-11.22
AR,ROF-I014288,10.10,19.00,-8.90
AR,PT-I153752,36.00,40.20,-4.20
AR,ROF ECOM-I005773,24.90,34.55,-9.65
AR,ROF ECOM-I011176,56.40,70.00,-13.60
AR,ROF ECOM-I144718,28.50,36.54,-8.04
AR,ROF ECOM-I143253,12.00,12.84,-0.84
AR,ROF ECOM-I146097,32.90,38.14,-5.24
AR,ROF ECOM-I145293,32.10,42.74,-10.64
AR,PT-I143585,35.00,49.48,-14.48
AR,ROF ECOM-I149353,29.40,33.56,-4.16
AR,ROF ECOM-I146143,30.00,37.53,-7.53
AR,PT-I143921,22.80,25.56,-2.76
AR,ROF ECOM-I142013,127.60,77.95,49.65
AR,ROF ECOM-I004728,51.80,48.21,3.59
AR,ROF ECOM-I142157,18.00,19.13,-1.13
AR,ROF ECOM-I142761,19.60,29.53,-9.93
AR,PT-I150366,33.00,40.46,-7.46
AR,ROF ECOM-I145340,42.75,55.09,-12.34
AR,ROF ECOM-I015232,19.00,42.86,-23.86
AR,PT-I148635,73.80,82.83,-9.03
AR,ROF ECOM-I005287,47.40,43.12,4.28
AR,ROF ECOM-I006355,31.80,36.25,-4.45
AR,ROF ECOM-I016311,42.60,55.05,-12.45
AR,ROF ECOM-I014700,78.20,93.05,-14.85
AR,ROF ECOM-I013837,26.50,34.94,-8.44
AR,ROF ECOM-I148537,35.00,47.14,-12.14
AR,ROF ECOM-I008216,22.50,31.46,-8.96
AR,ROF ECOM-I012530,66.00,80.85,-14.85
AR,ROF ECOM-I017649,31.00,42.39,-11.39
AR,ROF ECOM-I146076,28.35,37.00,-8.65
AR,ROF ECOM-I144304,35.60,40.99,-5.39
AR,ROF ECOM-I144217,72.75,86.96,-14.21
AR,ROF ECOM-I149458,49.40,55.95,-6.55
AR,PT-I016920,45.00,56.07,-11.07
AR,PT-I148783,37.80,44.54,-6.74
AR,ROF ECOM-I140971,32.10,45.31,-13.21
AR,ROF ECOM-I146112,28.50,35.89,-7.39
AR,PT-I150971,36.00,40.20,-4.20
AR,PT-I146197,27.50,37.08,-9.58
AR,PT-I013467,48.00,59.07,-11.07
AR,ROF ECOM-I146617,32.90,43.65,-10.75
AR,ROF ECOM-I014231,24.40,28.14,-3.74
AR,PT-I014976,27.50,38.57,-11.07
AR,ROF ECOM-I005784,19.50,27.37,-7.87
AR,ROF ECOM-I144325,26.00,39.33,-13.33
AR,ROF ECOM-I145377,40.40,53.06,-12.66
AR,ROF ECOM-I005326,71.60,82.55,-10.95
AR,ROF ECOM-I145508,22.60,32.19,-9.59
AR,ROF-I014912,90.60,178.20,-87.60
AR,ROF ECOM-I142756,55.60,69.07,-13.47
AR,PT-I144410,27.50,29.56,-2.06
AR,ROF ECOM-I016534,29.50,38.31,-8.81
AR,ROF ECOM-I005307,122.40,140.51,-18.11
AR,ROF-I017203,72745.20,36372.60,36372.60
AR,ROF ECOM-I004721,65.60,78.62,-13.02
AR,ROF ECOM-I142685,19.40,26.92,-7.52
AR,ROF ECOM-I144231,22.60,32.30,-9.70
AR,ROF ECOM-I143933,62.00,76.48,-14.48
AR,ROF ECOM-I144157,23.50,31.09,-7.59
AR,ROF ECOM-I145970,30.11,62.42,-32.31
AR,ROF ECOM-I149540,138.80,113.05,25.75
AR,ROF ECOM-I012911,75.00,125.50,-50.50
AR,ROF ECOM-I008243,46.80,60.01,-13.21
AR,ROF ECOM-I011149,123.10,107.38,15.72
AR,ROF ECOM-I144782,84.60,96.87,-12.27
AR,ROF ECOM-I004597,10.00,15.22,-5.22
AR,ROF ECOM-I005853,15.00,16.77,-1.77
AR,ROF ECOM-I014089,115.00,115.03,-0.03
AR,PT-I146200,19.20,25.97,-6.77
AR,ROF ECOM-I144819,56.40,58.65,-2.25
AR,ROF ECOM-I141942,99.60,108.09,-8.49
AR,ROF ECOM-I013954,55.40,99.06,-43.66
AR,ROF ECOM-I013487,31.00,44.21,-13.21
AR,ROF ECOM-I016978,28.90,36.00,-7.10
AR,PT-I148349,108.00,100.96,7.04
AR,PT-I145227,27.50,33.96,-6.46
AR,ROF ECOM-I011173,22.20,33.72,-11.52
AR,ROF ECOM-I013135,30.70,32.09,-1.39
AR,ROF ECOM-I004852,13.60,19.22,-5.62
AR,PT-I142749,45.00,51.18,-6.18
AR,ROF ECOM-I008382,109.50,73.96,35.54
AR,ROF ECOM-I007534,51.00,53.10,-2.10
AR,ROF ECOM-I153764,67.98,84.69,-16.71
AR,PT-I013870,89.00,85.33,3.67
AR,ROF ECOM-I146115,85.90,88.46,-2.56
AR,ROF ECOM-I017732,87.60,89.31,-1.71
AR,ROF ECOM-I142161,115.20,72.50,42.70
AR,ROF ECOM-I005328,62.00,70.65,-8.65
AR,PT-I143574,28.00,34.18,-6.18
AR,ROF ECOM-I012454,26.80,29.51,-2.71
AR,ROF-I015529,29185.20,14592.60,14592.60
AR,ROF ECOM-I149349,27.60,36.33,-8.73
AR,ROF ECOM-I008944,12.00,21.36,-9.36
AR,ROF ECOM-I012813,62.00,78.39,-16.39
AR,ROF ECOM-I148310,73.50,77.22,-3.72
AR,ROF ECOM-I146148,20.60,29.84,-9.24
AR,ROF ECOM-I148360,55.20,58.08,-2.88
AR,ROF ECOM-I013851,25.60,36.16,-10.56
AR,ROF ECOM-I012881,19.00,20.85,-1.85
AR,ROF ECOM-I146554,25.00,31.35,-6.35
AR,ROF ECOM-I141133,132.80,129.04,3.76
AR,ROF ECOM-I143970,26.00,37.50,-11.50
AR,PT-I144955,30.00,36.64,-6.64
AR,ROF ECOM-I016855,84.60,100.71,-16.11
AR,ROF ECOM-I150452,33.99,43.75,-9.76
AR,ROF ECOM-I006332,41.10,51.20,-10.10
AR,ROF ECOM-I015577,59.80,69.04,-9.24
AR,ROF ECOM-I143954,47.40,50.31,-2.91
AR,ROF ECOM-I008881,61.20,74.41,-13.21
AR,ROF ECOM-I142528,89.10,103.99,-14.89
AR,ROF ECOM-I150457,33.99,43.75,-9.76
AR,ROF ECOM-I006307,49.80,83.16,-33.36
AR,PT-I148735,107.40,105.76,1.64
AR,ROF ECOM-I142344,60.20,42.70,17.50
AR,PT-I013434,26.97,33.45,-6.48
AR,ROF-I011747,95.15,399.15,-304.00
AR,PT-I143216,28.00,34.18,-6.18
AR,PT-I145103,26.50,34.94,-8.44
AR,ROF ECOM-I151740,32.99,42.35,-9.36
AR,PT-I145355,75.80,87.30,-11.50
AR,ROF ECOM-I153090,34.99,45.73,-10.74
AR,ROF ECOM-I004660,22.60,33.55,-10.95
AR,ROF ECOM-I153762,59.98,63.34,-3.36
AR,ROF ECOM-I017700,31.90,40.33,-8.43
AR,ROF ECOM-I006725,18.00,44.66,-26.66
AR,ROF ECOM-I149387,27.60,35.41,-7.81
AR,PT-I010998,65.94,63.11,2.83
AR,ROF ECOM-I144451,24.25,37.88,-13.63
AR,ROF ECOM-I010530,26.40,30.74,-4.34
AR,ROF ECOM-I145628,32.90,36.56,-3.66
AR,ROF ECOM-I142878,36.00,39.42,-3.42
AR,ROF ECOM-I011446,24.40,30.08,-5.68
AR,PT-I005030,144.00,189.73,-45.73
AR,ROF ECOM-I145164,15.25,22.38,-7.13
AR,ROF ECOM-I148355,71.10,78.63,-7.53
AR,ROF ECOM-I005350,76.50,69.70,6.80
AR,PT-I145928,28.00,34.98,-6.98
AR,ROF-I015078,19.00,28.80,-9.80
AR,ROF ECOM-I017277,27.70,43.16,-15.46
AR,ROF ECOM-I142077,101.80,103.52,-1.72
AR,ROF ECOM-I014313,31.90,39.26,-7.36
AR,PT-I153077,33.00,40.59,-7.59
AR,PT-I151732,36.00,39.86,-3.86
AR,ROF ECOM-I142957,49.80,60.13,-10.33
AR,ROF ECOM-I016535,58.40,68.45,-10.05
AR,ROF ECOM-I143843,33.30,40.05,-6.75
AR,ROF ECOM-I014983,31.00,42.85,-11.85
AR,PT-I150018,36.00,43.80,-7.80
AR,ROF ECOM-I148717,32.90,43.32,-10.42
AR,ROF ECOM-I142142,58.40,42.67,15.73
AR,ROF ECOM-I143404,67.25,77.12,-9.87
AR,PT-I153071,73.50,72.64,0.86
AR,ROF ECOM-I012307,25.00,35.36,-10.36
AR,PT-I014096,48.00,59.07,-11.07
AR,PT-I153938,36.00,43.80,-7.80
AR,PT-I013102,27.50,36.23,-8.73
AR,ROF ECOM-I143498,15.25,24.53,-9.28
AR,ROF ECOM-I151046,89.97,88.66,1.31
AR,ROF ECOM-I143260,58.20,62.94,-4.74
AR,ROF ECOM-I016522,48.40,60.30,-11.90
AR,PT-I006591,48.93,44.03,4.90
AR,ROF ECOM-I143696,49.00,56.02,-7.02
AR,ROF ECOM-I006380,40.80,50.58,-9.78
AR,PT-I146512,52.50,63.84,-11.34
AR,ROF ECOM-I148828,88.30,84.35,3.95
AR,ROF ECOM-I142357,63.60,42.99,20.61
AR,ROF ECOM-I011511,45.80,59.01,-13.21
AR,ROF ECOM-I004835,52.80,47.91,4.89
AR,PT-I013512,27.50,107.25,-79.75
AR,PT-I150027,58.50,65.96,-7.46
AR,ROF ECOM-I146264,72.75,87.97,-15.22
AR,ROF ECOM-I011451,80.10,95.33,-15.23
AR,ROF ECOM-I005702,57.60,52.17,5.43
AR,ROF ECOM-I149612,40.00,47.49,-7.49
AR,ROF ECOM-I142603,16.20,22.34,-6.14
AR,ROF ECOM-I146074,29.25,39.38,-10.13
AR,ROF ECOM-I141453,45.00,55.56,-10.56
AR,PT-I153138,54.00,61.95,-7.95
AR,PT-I010547,69.95,81.02,-11.07
AR,ROF ECOM-I011081,26.40,33.65,-7.25
AR,PT-I149230,36.00,43.21,-7.21
AR,ROF-I015032,832.20,1602.30,-770.10
AR,ROF ECOM-I146619,33.60,44.71,-11.11
AR,ROF ECOM-I008815,75.90,71.97,3.93
AR,ROF ECOM-I145673,12.60,18.95,-6.35
AR,PT-I014978,48.00,58.36,-10.36
AR,ROF ECOM-I006428,28.50,40.14,-11.64
AR,ROF ECOM-I008467,15.00,24.89,-9.89
AR,ROF ECOM-I142982,93.00,112.01,-19.01
AR,ROF ECOM-I005269,18.90,18.46,0.44
AR,ROF ECOM-I142118,68.00,70.07,-2.07
AR,ROF ECOM-I145859,28.50,35.14,-6.64
AR,ROF ECOM-I149046,23.70,32.14,-8.44
AR,ROF ECOM-I004879,35.60,40.20,-4.60
AR,ROF ECOM-I144844,57.00,65.82,-8.82
AR,ROF ECOM-I005075,81.90,71.21,10.69
AR,ROF ECOM-I142303,65.70,41.67,24.03
AR,PT-I150406,168.80,140.80,28.00
AR,ROF-I011532,60.55,248.50,-187.95
AR,ROF ECOM-I008737,63.90,53.97,9.93
AR,ROF ECOM-I143612,42.90,48.94,-6.04
AR,ROF ECOM-I142145,343.90,174.75,169.15
AR,PT-I153972,46.20,54.00,-7.80
AR,ROF ECOM-I017682,28.30,38.86,-10.56
AR,ROF ECOM-I145607,19.25,28.53,-9.28
AR,ROF ECOM-I012413,115.30,129.78,-14.48
AR,ROF ECOM-I148572,66.00,69.97,-3.97
AR,ROF ECOM-I144099,71.10,76.26,-5.16
AR,PT-I012691,48.00,90.83,-42.83
AR,ROF ECOM-I145822,15.75,17.33,-1.58
AR,ROF ECOM-I151047,29.99,36.36,-6.37
AR,ROF ECOM-I141914,19.00,21.84,-2.84
AR,ROF ECOM-I145051,51.00,64.88,-13.88
AR,PT-I146285,30.00,36.64,-6.64
AR,ROF ECOM-I142239,28.30,38.25,-9.95
AR,ROF ECOM-I149269,18.00,27.02,-9.02
AR,ROF ECOM-I143842,24.20,32.77,-8.57
AR,ROF ECOM-I153535,32.99,38.84,-5.85
AR,ROF ECOM-I008479,80.70,71.34,9.36
AR,ROF ECOM-I150314,199.50,182.46,17.04
AR,PT-I144920,60.00,68.86,-8.86
AR,ROF ECOM-I142066,85.95,99.42,-13.47
AR,PT-I146515,30.00,32.68,-2.68
AR,ROF ECOM-I012527,52.00,66.85,-14.85
AR,ROF ECOM-I152011,65.98,78.39,-12.41
AR,ROF ECOM-I151097,119.96,119.38,0.58
AR,ROF ECOM-I005814,96.00,105.78,-9.78
AR,ROF ECOM-I017662,19.00,29.56,-10.56
AR,ROF ECOM-I142377,116.80,72.22,44.58
AR,ROF ECOM-I016850,31.00,39.34,-8.34
AR,PT-I149338,138.90,118.07,20.83
AR,ROF ECOM-I017727,141.90,137.66,4.24
AR,ROF ECOM-I145020,74.50,88.38,-13.88
AR,ROF ECOM-I008922,54.00,58.69,-4.69
AR,ROF ECOM-I144290,42.90,55.17,-12.27
AR,ROF ECOM-I013559,19.84,39.68,-19.84
AR,ROF ECOM-I141322,62.20,64.66,-2.46
AR,PT-I011501,24.98,34.21,-9.23
AR,ROF ECOM-I142322,27.70,36.43,-8.73
AR,ROF ECOM-I008677,43.20,56.41,-13.21
AR,PT-I014152,48.00,108.00,-60.00
AR,ROF ECOM-I014334,86.70,104.96,-18.26
AR,ROF ECOM-I142797,149.90,138.41,11.49
AR,ROF-I011588,53.70,213.00,-159.30
AR,ROF ECOM-I142963,79.40,95.68,-16.28
AR,ROF ECOM-I153206,164.95,131.96,32.99
AR,ROF ECOM-I148252,65.80,83.31,-17.51
AR,PT-I148522,36.00,38.19,-2.19
AR,ROF ECOM-I016318,29.64,57.83,-28.19
AR,ROF ECOM-I145058,27.40,38.57,-11.17
AR,ROF ECOM-I148047,25.20,33.44,-8.24
AR,ROF ECOM-I012803,29.20,42.54,-13.34
AR,ROF ECOM-I141420,38.00,49.57,-11.57
AR,ROF ECOM-I005939,87.90,72.33,15.57
AR,ROF ECOM-I010452,95.10,77.23,17.87
AR,ROF-I009074,19353.96,19353.60,0.36
AR,ROF ECOM-I144321,60.60,79.68,-19.08
AR,ROF ECOM-I145222,142.50,136.01,6.49
AR,ROF ECOM-I141989,59.20,41.10,18.10
AR,ROF ECOM-I143784,13.50,14.31,-0.81
AR,PT-I151678,152.70,129.80,22.90
AR,ROF ECOM-I005688,26.40,37.35,-10.95
AR,ROF ECOM-I008032,30.30,38.96,-8.66
AR,PT-I146516,19.80,26.15,-6.35
AR,ROF ECOM-I012659,86.70,79.21,7.49
AR,ROF ECOM-I145362,42.55,53.61,-11.06
AR,PT-I142414,35.00,40.92,-5.92
AR,ROF ECOM-I153542,59.98,69.12,-9.14
AR,ROF ECOM-I004997,105.30,82.36,22.94
AR,PT-I013510,57.00,69.34,-12.34
AR,ROF ECOM-I017196,87.60,90.62,-3.02
AR,ROF ECOM-I151737,67.98,84.80,-16.82
AR,ROF ECOM-I142111,67.75,50.54,17.21
AR,ROF ECOM-I149780,148.50,136.21,12.29
AR,ROF ECOM-I005854,52.80,52.30,0.50
AR,ROF ECOM-I014619,110.80,126.96,-16.16
AR,ROF ECOM-I013078,87.10,79.14,7.96
AR,ROF ECOM-I013162,16.00,24.96,-8.96
AR,ROF ECOM-I148162,35.00,36.37,-1.37
AR,ROF ECOM-I148157,65.80,82.18,-16.38
AR,ROF ECOM-I146303,91.50,109.20,-17.70
AR,PT-I143573,35.00,40.85,-5.85
AR,ROF ECOM-I012231,105.30,133.36,-28.06
AR,ROF ECOM-I005830,40.80,39.36,1.44
AR,ROF ECOM-I012810,122.40,122.06,0.34
AR,ROF ECOM-I149692,69.25,72.75,-3.50
AR,ROF-I014273,20.20,30.30,-10.10
AR,ROF-I014295,29.10,39.20,-10.10
AR,ROF ECOM-I142729,138.20,143.47,-5.27
AR,ROF ECOM-I141411,22.20,32.12,-9.92
AR,ROF ECOM-I150751,34.99,44.75,-9.76
AR,ROF ECOM-I149600,48.50,62.37,-13.87
AR,PT-I153748,36.00,43.59,-7.59
AR,PT-I014975,48.00,59.07,-11.07
AR,ROF ECOM-I145968,44.50,50.49,-5.99
AR,ROF ECOM-I015569,19.00,28.04,-9.04
AR,PT-I149709,180.90,147.90,33.00
AR,ROF ECOM-I006330,52.80,62.26,-9.46
AR,ROF ECOM-I145023,14.80,21.15,-6.35
AR,ROF ECOM-I008061,22.20,35.41,-13.21
AR,ROF ECOM-I017722,62.90,76.74,-13.84
AR,PT-I015482,48.00,58.36,-10.36
AR,ROF ECOM-I006369,24.90,34.50,-9.60
AR,ROF ECOM-I142313,69.20,68.69,0.51
AR,ROF ECOM-I143236,120.00,111.83,8.17
AR,ROF ECOM-I010453,27.60,33.88,-6.28
AR,ROF ECOM-I145493,79.70,93.97,-14.27
AR,ROF ECOM-I142429,71.20,91.73,-20.53
AR,ROF ECOM-I153435,93.97,89.42,4.55
AR,ROF ECOM-I141184,32.85,42.74,-9.89
AR,PT-I148327,39.90,47.11,-7.21
AR,PT-I141351,31.33,48.66,-17.33
AR,PT-I153571,36.00,46.90,-10.90
AR,ROF ECOM-I149192,49.00,59.25,-10.25
AR,ROF ECOM-I013852,89.10,129.85,-40.75
AR,ROF ECOM-I143975,60.00,62.50,-2.50
AR,ROF ECOM-I016561,58.40,71.66,-13.26
AR,ROF-I154089,47.00,166.05,-119.05
AR,ROF ECOM-I145875,27.75,35.56,-7.81
AR,ROF ECOM-I141481,40.90,47.15,-6.25
AR,ROF ECOM-I142681,57.00,70.47,-13.47
AR,ROF ECOM-I153359,98.97,65.98,32.99
AR,ROF ECOM-I016526,31.00,42.30,-11.30
AR,PT-I150727,36.00,43.80,-7.80
AR,PT-I006711,27.48,36.21,-8.73
AR,ROF ECOM-I147896,35.00,38.52,-3.52
AR,PT-I011168,35.97,47.54,-11.57
AR,ROF ECOM-I143001,104.50,119.97,-15.47
AR,ROF ECOM-I015602,88.50,82.11,6.39
AR,ROF ECOM-I008475,81.00,66.75,14.25
AR,PT-I013084,48.00,52.84,-4.84
AR,PT-I146168,55.00,55.40,-0.40
AR,ROF ECOM-I017217,31.90,45.11,-13.21
AR,PT-I011161,35.97,43.44,-7.47
AR,PT-I153753,34.20,38.58,-4.38
AR,ROF ECOM-I145352,46.50,60.38,-13.88
AR,ROF ECOM-I009014,103.80,94.01,9.79
AR,PT-I153139,36.00,44.20,-8.20
AR,ROF ECOM-I151057,169.95,135.96,33.99
AR,PT-I014608,48.00,58.36,-10.36
AR,ROF ECOM-I149090,33.60,42.17,-8.57
AR,ROF ECOM-I005681,39.30,50.25,-10.95
AR,PT-I013775,46.75,57.82,-11.07
AR,ROF ECOM-I141333,31.00,42.32,-11.32
AR,PT-I150825,22.40,27.62,-5.22
AR,ROF ECOM-I142753,54.85,59.21,-4.36
AR,ROF ECOM-I146627,19.25,26.17,-6.92
AR,ROF ECOM-I017045,19.00,29.56,-10.56
AR,ROF ECOM-I148304,163.80,132.30,31.50
AR,ROF ECOM-I006719,40.80,37.67,3.13
AR,PT-I150908,56.00,64.69,-8.69
AR,ROF ECOM-I005982,41.10,39.57,1.53
AR,ROF ECOM-I142299,39.85,50.64,-10.79
AR,ROF ECOM-I010524,79.80,63.93,15.87
AR,PT-I150427,66.00,95.63,-29.63
AR,ROF ECOM-I017726,94.35,95.05,-0.70
AR,ROF ECOM-I012029,125.20,169.55,-44.35
AR,ROF ECOM-I014178,23.80,34.36,-10.56
AR,ROF ECOM-I004932,130.45,141.87,-11.42
AR,PT-I140964,56.00,61.47,-5.47
AR,ROF ECOM-I011285,29.20,39.76,-10.56
AR,ROF ECOM-I013238,50.40,65.25,-14.85
AR,ROF ECOM-I144832,29.40,32.05,-2.65
AR,PT-I013654,35.00,80.91,-45.91
AR,ROF ECOM-I148245,28.25,38.37,-10.12
AR,ROF ECOM-I149397,31.85,40.09,-8.24
AR,ROF ECOM-I142099,40.90,47.52,-6.62
AR,PT-I148811,159.70,135.75,23.95
AR,ROF ECOM-I142203,33.55,43.97,-10.42
AR,ROF ECOM-I004906,27.40,38.35,-10.95
AR,PT-I149292,72.00,81.40,-9.40
AR,PT-I153687,23.10,28.25,-5.15
AR,ROF ECOM-I143976,57.15,60.85,-3.70
AR,PT-I149679,36.00,43.80,-7.80
AR,ROF ECOM-I013884,58.40,52.33,6.07
AR,PT-I150932,72.00,80.36,-8.36
AR,ROF ECOM-I143456,23.75,29.42,-5.67
AR,PT-I144414,60.00,59.57,0.43
AR,ROF ECOM-I012170,76.80,80.05,-3.25
AR,ROF ECOM-I144218,33.30,44.71,-11.41
AR,ROF ECOM-I143261,42.50,53.21,-10.71
AR,ROF ECOM-I142725,21.00,31.32,-10.32
AR,PT-I150777,72.00,82.16,-10.16
AR,ROF ECOM-I146290,22.60,27.92,-5.32
AR,ROF ECOM-I143414,65.90,69.08,-3.18
AR,ROF ECOM-I146274,28.35,32.75,-4.40
AR,ROF ECOM-I011504,31.00,44.26,-13.26
AR,ROF ECOM-I009256,42.00,44.32,-2.32
AR,ROF ECOM-I013157,29.20,41.65,-12.45
AR,PT-I148329,72.00,81.73,-9.73
AR,PT-I148607,48.30,60.29,-11.99
AR,PT-I017721,48.00,62.03,-14.03
AR,PT-I148338,25.90,31.94,-6.04
AR,ROF ECOM-I004867,19.50,27.16,-7.66
AR,ROF ECOM-I006347,40.50,51.30,-10.80
AR,ROF ECOM-I144882,28.20,39.70,-11.50
AR,PT-I150836,73.80,72.89,0.91
AR,ROF ECOM-I142378,69.20,46.87,22.33
AR,ROF ECOM-I013704,28.00,33.66,-5.66
AR,ROF ECOM-I144692,13.20,20.33,-7.13
AR,PT-I150372,36.00,38.65,-2.65
AR,ROF ECOM-I143700,47.50,66.02,-18.52
AR,ROF ECOM-I014345,31.00,78.28,-47.28
AR,ROF ECOM-I146560,94.15,92.69,1.46
AR,ROF-I012935,149.50,749.50,-600.00
AR,ROF ECOM-I011213,57.80,71.63,-13.83
AR,PT-I012406,48.00,60.19,-12.19
AR,PT-I145646,57.50,65.58,-8.08
AR,ROF ECOM-I152003,32.99,42.80,-9.81
AR,ROF ECOM-I143356,38.80,54.69,-15.89
AR,ROF ECOM-I142208,160.50,136.43,24.07
AR,ROF ECOM-I011993,57.80,68.22,-10.42
AR,ROF ECOM-I011470,52.30,54.87,-2.57
AR,ROF ECOM-I144280,26.60,34.11,-7.51
AR,ROF ECOM-I153213,32.99,40.15,-7.16
AR,ROF ECOM-I142856,56.40,75.23,-18.83
AR,ROF ECOM-I008833,81.30,56.15,25.15
AR,ROF ECOM-I141398,66.05,85.74,-19.69
AR,ROF ECOM-I145737,28.50,37.21,-8.71
AR,ROF ECOM-I144569,157.05,168.44,-11.39
AR,ROF ECOM-I145509,67.90,70.85,-2.95
AR,ROF ECOM-I144689,29.25,40.75,-11.50
AR,ROF ECOM-I006349,36.00,46.80,-10.80
AR,PT-I015459,70.00,105.00,-35.00
AR,ROF-I014892,120.80,237.60,-116.80
AR,ROF ECOM-I006639,35.60,37.88,-2.28
AR,PT-I149025,33.00,36.73,-3.73
AR,ROF ECOM-I144088,84.60,81.80,2.80
AR,PT-I145391,27.50,30.23,-2.73
AR,PT-I148205,109.80,110.38,-0.58
AR,PT-I012802,48.00,54.74,-6.74
AR,ROF ECOM-I141750,66.40,77.11,-10.71
AR,ROF ECOM-I013090,31.00,32.83,-1.83
AR,ROF ECOM-I008390,18.00,28.42,-10.42
AR,ROF-I014007,8.90,17.80,-8.90
AR,ROF ECOM-I146086,26.40,37.66,-11.26
AR,PT-I011416,23.97,34.06,-10.09
AR,PT-I143847,22.80,28.98,-6.18
AR,ROF ECOM-I144014,98.20,117.09,-18.89
AR,PT-I013105,26.97,41.46,-14.49
AR,ROF ECOM-I153463,32.99,44.12,-11.13
AR,ROF ECOM-I145498,25.00,27.89,-2.89
AR,ROF ECOM-I145870,46.20,47.98,-1.78
AR,ROF ECOM-I013128,28.30,76.32,-48.02
AR,ROF ECOM-I013379,28.90,56.69,-27.79
AR,ROF ECOM-I146478,54.00,67.63,-13.63
AR,ROF ECOM-I142770,35.00,46.90,-11.90
AR,ROF ECOM-I149702,65.80,81.41,-15.61
AR,PT-I151764,26.60,34.06,-7.46
AR,ROF ECOM-I153468,65.98,79.49,-13.51
AR,ROF ECOM-I145078,37.20,48.70,-11.50
AR,ROF-I154104,94.00,166.05,-72.05
AR,PT-I010992,107.91,89.37,18.54
AR,ROF ECOM-I015958,57.80,73.42,-15.62
AR,ROF ECOM-I014782,25.60,37.01,-11.41
AR,ROF ECOM-I141384,78.05,96.37,-18.32
AR,ROF ECOM-I005876,48.60,51.41,-2.81
AR,PT-I144085,48.00,54.22,-6.22
AR,ROF ECOM-I016303,29.20,41.65,-12.45
AR,ROF ECOM-I146023,48.50,60.46,-11.96
AR,ROF ECOM-I140933,62.00,75.90,-13.90
AR,ROF ECOM-I017193,31.80,41.69,-9.89
AR,ROF ECOM-I146387,48.50,62.37,-13.87
AR,ROF ECOM-I144652,56.20,67.70,-11.50
AR,ROF ECOM-I142846,38.80,55.67,-16.87
AR,ROF ECOM-I143760,78.75,92.67,-13.92
AR,PT-I013335,57.00,98.54,-41.54
AR,ROF ECOM-I148138,26.00,37.36,-11.36
AR,ROF ECOM-I005517,51.00,44.35,6.65
